,0
10,"
                    
                        needs

1.평소 폭탄주 좋아하는 체질입니다.

2.소주 1박스 사놨는데 일반 맥주에 타먹으려니 다마시고 나면 알콜릭 될 듯 하여 건강을 위해(?) 맥주맛만 나는 무알콜 제로비어 구매했습니다...ㅋ

특징 및 장단점

1.무알콜 맥주 사려고 서칭해 봤는데 외제 국산 중 그나마 상품평 양호해서 구입했습니다.

2.포장상태가 개방형이라 부끄럽다는 분...캔이 구겨져서 왔다는 분 등 불만사항들이 상품평에 여럿 보이던데 저는 찍힌데없이 안전하게 도착했습니다. 제품이 보이는건 괜찮은데 배송문제로 캔이 손상입는 일은 없어야겠지요.

3.목넘김은 좋습니다. 탄산이 주는 타격감도 적당하구요. 한잔 마시니 트림이 나네요...ㅋ

4.냄새는 맥주 효모맛도 조금 나지만 무알콜이라 그런지 약간 조청냄새가 더 납니다...하지만 소주 타먹을거라 알콜부족으로 인한 잡냄새는 능히 덮어주리라 예상해봅니다...^^;;;

5.마셔보니 역시 엿냄새가 좀 강합니다. 감미료 때문인 듯 한데 아니 넣은 것보다 못하니까 하이트 생산팀에서 이 상품평 보시거든 아예 감미료는 죄다 제거하심이 좋을 듯 합니다. 원래 술꾼들은 술을 쓴맛에 먹거든요...ㅋ

6.아무튼 저는 소주 타마실거니까 상관없습니다. 저렴하게 맥주맛만 나고 탄산타격감만 유지되면 좋겠네요. 다시 강조하지만 단맛나는 원료는 제거해주세요~!

7.가격은 동종제품들 중 가장 저렴하군요. 이점은 강점이라 생각됩니다.

8.지인추천할지 재구매할지 여부는 장기복용후 결정하겠습니다. 무건 물건 배송해주셔서 쿠팡맨께 감사드립니다.

●두달반 가량 복용해보니...20190702
남자인 저는 달달해서 별론데 함께 사는 여성동지께서 잘 드시네요...ㅋ 저는 알콜맥주 여자분께선 무알콜맥주 일케 교통정리됐습니다~^^; 집안사정들 참고하셔서 주문하셔요~
                    
                "
11,"
                    
                        하이트제로!! 저의 데일리 음료입니다. 
기름진것 먹을때. 간식먹을때. 소화안될때 등등^_^; 칼로리도 
60kcal로 낮아 살찔걱정에 부담없고 맛은(알콜이 첨가된)
맥주맛이야 하겠습니까만 그래도 탄산감은 여타 무알콜중 
최고입니다 ㅎ 목이 찌릿찌릿해요!

임신하고(10개월) 수유하고(10개월) 약 2년동안 맥주 한모금 
못하고 우울해하며 육아로 지친 슬픈세월 보내고 있었는데
저에게 한줄기 빛과 같은 하이트 제로 였습니다!!!!!! 

메*마트, 이마*, 홈*러스 등에서 개당 980원이랬죠 ㅠㅠ 
그동안 줄기차게 제돈주고 사 먹었습니다 ㅠㅠ 어느곳에는
1인당 20캔까지만 살 수 있게 하더라구요 ㄷ ㄷ ㄷ
그런데 쿠팡은 왜케 저렴한것인가요? ₩13,500/24개
개당 가격 560원으로 마트의 반값정도 입니다! 

처음에 마트에서 무알콜 종류 5~6개 사다가 이것저것 먹어
보니 어머 좀 취하는 느낌인거 있죠ㅠ 알고보니 알콜함류량 
1%미만은 무알콜로 표기 가능하다는 사실 ㅠㅠㅠㅠㅠㅠㅠ
허ㅓㅓㅓㅓㅓㅓㄹㄹㄹㄹ헐!!!!!!!!!!!!!! 무알콜맥주의 배신;

저는 그동안 무알콜이 아닌 저알콜맥주를 먹고있었다지요 ㅎ 
하지만 하이트제로는 배가 터지는 한이 있어도 취하지는 않아요. 
정말 알콜0.0% 탄산감만 가득한 맥주맛 음료라는 사실! 

수유부나 임신부는 너무 많이 마시면 좋진않겠지만 알콜에 
대해서는 무조건! 안심하고 마시세요~ 이제 낮에도 밤에도 
기분낼 수 있습니다 ㅎㅎㅎ 참고로 0도~1도 정도에 (살얼음 
살짝되게)두고 드시면 정말정말 시원하고 청량합니다 ㅎ
(단, ★냉동실에두시면 알콜이 없어서 터져요!! ★
위아래 볼록해지면서 ★ ★ ★폭발함. 조심조심!!!)

늘 떨어지지않게 쟁여둡니다^_^
하이트제로 전 정말 강추합니다!! 로켓배송도 굿굿!!!

24개 한박스 13,500원 구매완료!
                    
                "
12,"
                    
                        세번째 구매♥


이번엔 13,600원에 구매했어용.

앞전보다는 가격다운이라 기분 좋으네영

가격이 내려가면 사놓고 싶어지는 쿠팡의 중독
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

무알콜한박스씩 구비해두니 마트가도 
이제 소주안사게되네요!!!

소주생각안나서 어찌나좋은지ㅋㅋㅋㅋㅋㅋㅋㅋ

뭐 물론 다른 맛있는거 먹을땐 
"" 아 여기엔 소주한잔하면 딱인데 ""  하긴 함.......

그 순간 참고  새벽에 땡길때 이걸로 대체합니다.

술먹고 귀신밥먹는것보다 이거한캔마시고
안주 과자뿌시레기나 뭐 오징어 두개씹으면 든든ㅋㅋ

밥안먹고 무알콜만 땡길땐 라면도 뿌셔서먹고
단감철이라 감도 깎아서 아삭아삭 같이 먹고ㅋㅋㅋㅋㅋㅋ

지금은 약간 중독이 지나가는 단계?같아요ㅋ

전처럼 매일 먹는게 아니라서 다행ㅋㅋㅋㅋㅋㅋ

어느순간 또 떨어져갈때쯤 또 재구매하러오겠음둥★★
                    
                "
13,"
                    
                        코로나로 마트도 못가고 온라인으로는 주류구입 못하고..그런데 알콜제로는 구입이 가능하네요.
마셔본적 없어서 백프로 후기로 알아보구 구입했음.
내일올줄 알았는데 오늘와서 받자마자 한캔 따봤음.
날추워서 맥주가 시원하기도 했고..
일단 오픈하면 약간의 맥주냄새가 남.
컵에 따르면 색또한 맥주색 ㅋㅋ거품도 일반 맥주처럼 잘남
다 따르고 난 다음에도 탄산이 컵 바닥에서 계속 올라옴.
그런데 한입 먹고 잉?멍미? 했음 ㅋㅋㅋ
맥주맛은 아닌데 그렇다고 맹물맛도 아니고..이게 무슨맛이지?
일단 탄산은 엄지척!!
맥주만큼 탄산이 많음..시원하게 한캔원샷 하면 엄청 개운할거같은 그런 탄산~
마시다 보니 종종 후기에 보이는 설탕?꿀?조청?에 물섞은듯한 향이 난다는 말이 떠오르듯 난 조청같은 단냄새를 느꼈음.
그리고 맛인데..맥주에 물탄듯한 밍밍한 맛? 한캔 먹어보고는 맛은 잘 표현을 못하겠음..좀더 먹어봐야알듯.
일단 맥주먹는듯한 기분은 낼수있어좋구 술이 안취해서 좋구
시원한 탄산감이 짜릿해서 좋구 마트안가고 온라인서 구입할수 있어 좋구..
아마 재구매 할거 같음..

ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
며칠 마셔보니...재구매 해야할거 같음..
멍미?하며 마시는데 은근 중독성있음.
시원하게 한잔 쭈~~~~욱 들이키는데 청량감이 좋음.
트림도 잘나.완전 소화제임..
술도 안취해..그 일반맥주의 청량감과 함께오는 끝맛의 씁쓸함이없어서 아마 더 깔금한거 같기도함..그씁쓸함이 아마도 알콜?인듯 ㅋㅋ
낮에도 물대신 마시게 되는거 같음..
이러다 중독자될듯..무알콜 중독자? ㅋㅋ
                    
                "
14,"
                    
                        코로나로 집에 혼자 있는 시간이 많아지니 혼맥하는 시간이 많아지더라고요. 혼맥하며 영화 보고 책 읽고 하는 시간이 좋아서 편의점 맥주를 자주 찾았었는데요, 그러다 보니 맥주값은 맥주값대로 들고, 제 몸에 미안해 지더라고요.

그래서 논알콜 맥주를 주문했습니다.
만오천원 대면 500ml 기준 편의점에선 5~6캔 살 수 있는 돈이니 벌써 이득!

제가 무알콜 맥주를 산다니까 주변에선 맛 없다, 하며 말렸습니다ㅋㅋ 술은 취하려고 마시는 건데 왜 무알콜을 마시냐고도 했고요ㅎㅎ 사실 무알콜 맥주를 사면서 완전 맥주와 같은 동일한 풍미를 기대하는 건 저역시 도둑놈 심보(?) 같다고 생각했고, 아무리 주변에서 말려도 위와 같은 이유로 구매를 결정했죠.

그럼 어떤 맥주를 고를까. 하이트를 살까 카*를 살까 클***를 살까. 고민 끝에 상품평이 가장 괜찮은 하이트를 구매했어요. 실은 무알콜 맥주가 뜬다는 기사에서 하이트제로에 대한 완전 혹평을 날린 댓글을 보고 고민을 하다가, 쿠팡의 상품평을 믿었습니다★ 결과는 잘 산 것 같아서 만족해요!!!

퇴근하고 시원해진 하이트제로 하나를 딱 까서 마셨는데, 맥주와 비슷한 풍미가 나서 정말 놀랐어요. 이거 완전 무알콜인데 알콜 들어간 느낌까지 났다니까요. 그, 맥주 마시면 맥주 탄산이 배에서 퍼지는 알싸한 느낌! 그런 느낌이 들어서 더 맥주 같았어요.

맥주를 한 모금할 때 나는 '첫' 향 혹은 느낌 때문에 맥주와 '비슷한' 느낌에 그치는 점은 조금 아쉬워요. 말로 표현하긴 어렵지만... 딱 '첫' 느낌이 좀 보리 음료수 같거든요. 그것만 빼면 정말정말 만족스럽습니다!

무알콜 맥주는 처음 도전한 건데, 생각보다 너무 괜찮아서 이거 다 마시면 또 주문할 듯 싶어요!! 이제 술 그만 마시고 무알콜로 맥주 욕구를 달래고 살도 빼고 건강해 질래요!!!
                    
                "
15,"
                    
                        임신했을때부터 무알콜로 마신 맥주예요!!
다른 수입무알콜중에는 미세하게 알콜이 들어있더라구요
요제품은 0% 로라 믿고 마셔요!! ㅋㅋ
편의점에서 구매하는것보다 저렴하고 
한짝이 그대로 문앞에 딱!!
넘나 편하고 좋으네요 ㅋㅋ 
현재는 수유중이라 잘 마시고 있어요!!
김냉에 넣어두고 마시면 딱!! 이예요!!^^
                    
                "
16,"
                    
                        살면서 이렇게 쟁여두고 마시는 술?은없었다
이것은 술인가 음료수인가

임신했을때부터 모유수유중인 지금까지 너무너무 잘마시고있습니다ㅜㅜ
원래 소주 이외의 막걸리 맥주 와인 등등의 술을 좋아하였으나 무알콜에 가성비좋고 맛까지 좋은 카스 무알콜맥주는 첨에 신랑이 맛보고 아뭐야하더니 지금은 저희집 신랑도 카스 무알콜맥주에 빠져서 둘이 맛있는거 먹을때면 냉장고에서 카스 무알콜 맥주를 꺼내옵니다 ㅎㅎ
아직 모유수유중이라 술을 못먹긴하지만 전 수유가 끝나도 요 카스 무알콜맥주 마실거에요!ㅎㅎ
맥주보다 전 이제 이맛이 넘맛있어요ㅋㅋ 
치맥을 할때도 집에서 막창 구워먹을때도 저의 픽은 요 카스무알콜맥주에요ㅎㅎ
맨처음 맛보다 마시면 마실수로 중독되는 맛입니다ㅎㅎ
일반맥주보다 칼로리도 60칼로리로 적어서 좋아요!
저희 부부 최애 무알콜 맥주입니다☺️❤

육퇴하고 쥐포와 요 맥주를 먹는건 저의 행복이여유..
                    
                "
17,"
                    
                        블로그 광고하는 인간들 가만 안둬 ㅜㅜ
무알콜로 하이트 처음 접했는데 맛이 괜찮길래 이마트에 하이트 다 떨어졌길래 블로그 후기보니 카스무알콜도 괜찮길래샀습니다.  하이트보다 외려 낫다. 탄산이 좋다 어쩐다 하길래 고민도 안하고 묶음으로 구매했는데; 마트에도 하이트만 다 떨어진 이유가 있었음ㅜㅜ 

누가 카스 탄산을 칭찬했는가? 하이트 절반도 안돼는 미적지근한 탄산;; 맥주향도 아니고 뭔가 니맛도 내맛도 아닌..
원래 맥주 자체를 하이트보다 카스를 좋아했는데 무알콜은 하이트 승리입니다. 카스 한캔먹고 나머진 집 구석에 박혀있고 하이트 바로 여기서 구매해서 이미 절반을 마심

무알콜에 칼로리도 낮아 피자나 치킨 먹을 때 부담없이 먹기 너무 좋고 탄산이 꽤 쎄서 먹고 나면 시원하게 트름나고 좋아요 ㅋㅋ 맛도 전 일반 맥주보다 맛남. 특유의 끝맛의 알콜 향이 거의안나서 굿.

제주 에일 칭찬하는 사람들 많던데 진짜 하우스맥주로 에일 즐겨마신 저한텐 알콜 향이 너무 많이나서 별로였고 이 역시 두세모금 마시고 다 버렸으며 오히려 하이트 무알콜로 바로 입가심함
                    
                "
18,"
                    
                        첫째 수유할때 부터 지금 둘째 수유하는중 까지 먹고있는 제품입니다~
원래 저는 술을 매우 좋아해요ㅋㅋㅋㅋㅋㅋㅋㅋ
단유하고 술을 마셨는데.... 
몸이 안좋아서 그런지 술이 맛없다고 느껴지더군요ㅠㅠ;;

탄산이 콜라 사이다 저리가라 입니다ㅋㅋㅋㅋㅋㅋㅋ
아주 강해요~좋습니다^^

맛은 밍밍한 맥주맛이지만~
이제 맥주룰 먹으면 독하다고 생각되네요ㅋㅋㅋㅋㅋㅋ

적응이란건 정말 무서운거 같아요.....☆


모임이나 집들이나 술자리가 생기면 챙겨가는 필수품이 된지 오래입니다~

술은 먹은지 오래되었지만
무알콜 맥주는 항상 먹는거 같아요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

무알콜 맥주는 뭘로 끊어야하나요?

(내공겁니다)
                    
                "
19,"
                    
                        ❣️벌써 재주문 했어요~
지인들에게 맛보라고 나눠주고,
재 주문후 이번 후기 씁니다.
이정도로 강추 하는거예요ㅡ^^

❣️캔에는 탄산음료로 돼있네요.ㅋㅋ
캔하나에 60칼로리 ㅡㅋㅋ
더울때 갈증날때 스트레스 받을때등등~
정말 편하게 마십니다.
단ㅋ 시원하게 드세요~

맛. 첨엔 밍밍? 약수물? 탄산수?ㅋㅋ
이거 뭐이래? 했지만,
몇캔 마신뒤 빠져듭니다.ㅋㅋ(개취겠지만^^)

❣️장점. 술못마시는분, 맥주 한캔으로 
더위 날리고 싶은분.(얼굴이 붉어지지않고,
숨차지 않아 정말좋아요.)
음료수나 아이스크림보다 칼로리 낮고,
달지않아 뒷맛 깔끔합니다. 
음료수. 아이스크림보다 가격 저렴해요.
앞으로도 쭈욱 구매 할듯요~

요즘 지인들에게 홍보대사 입니다.ㅋㅋ
(전 제가 해보고 좋은건 공유.강추하는편임) 

배송.
음…
쿠팡배송 아니구요.
판매자 배송이던데…
정말 숨만쉬어도 숨쉬기
힘든 폭염에 수고를 엄청.대따.
하늘만큼 땅만큼 많이하시는구나~
생각하고,감사하게 생각합니다.
만, ㅜㅜ
캔이 5~6찌그러지고
3~4개는 조금씩 샜어요.
다행히 폭삭 안터져서 다행이었어요.
그래서
조금은 조심해 주셨음하고
배달 부탁드려봅니다.

도움되셨나요⁉️꾸욱 눌러 주세요~❤️
                    
                "
20,"
                    
                        *살짝 달달한 탄산 보리음료*
옛날에 한번 시켜먹었었는데
그때 나쁘지 않았던 기억으로
할인떠서 11850원에 구입
술대신 먹어보려고 올만에 시켜봄
근데 노맛임 
예전에는 왜먹을만하다고 느꼈을까..
맛이 바뀐건가
올리고당이 얼마나 들어갔는진 모르지만 
올리고당맛이 확남ㅜㅜ
시중 음료수들처럼의 단맛까지는 아니지만
덜달았으면 좀더 좋았을듯
칼로리(60칼로리)는 낮으니까
그냥 입심심할때 음료수라 생각하고 마셔야겠음..
술 좋아하고 맥주맛 잘아는 사람들은 비추임
임산부, 술잘못먹는 사람들은 먹을만 할거같음
탄산은 세서 소화는 잘됨
.
.

먹다보니 뭔가 중독성 있음 
왜 생각나는거지...

☆팁☆
치킨이랑 먹으세요
같이 먹으니 좀더 맥주같았음
                    
                "
21,"
                    
                        임신전, 남들 다 피하고싶어하는 회식..겁나 즐겼고요.
주말 낮에 맥주마시면서 영화보는거 미친듯이 좋아했고요.
커피한잔하자.밥한끼해야지라고 이야기하면,
모두들, 니 무슨일 있나 왠일이고 캤습니다...
술한잔해야지가 버릇...........
잠꼬대도 술한잔해야지캤다는..(이건..저도 모릅니다..들은이야기여라..남편이 그러던대..놀릴려고 그런건지..)
겁나..쓸데없는 서론 죄송여..ㅡㅡ..

일단, 삶의 낙을 잃을뻔한
저에게 단비같은존재로 나의 식탁에 등장합니다
하이트제로....와...저는 솔직히 칭찬합니다.
하이트진로 대표이사님 만세!...
정말 휼륭한 가짜맥주(?)만들어 주셔서,
아직도 잘 마십니다~~~
(출산하면 바로 진짜맥주마실수있을줄 알았는데
ㅠㅠ...10개월째 수유부...저를 아는 모든이들이 의아해하는점...나도 어쩌다 이렇게 됬는지 모르겠는점....ㅠㅠ)

결론

솔직히 진짜맥주맛을 기대하시면
안됩니다. 맥주를 마셔본사람들은 말할겁니다.
음료수도 아닌것이..
맥주라하기엔 밍밍하고
끝맛은 달짝지근하고
혀에 맴도는맛은 호박엿먹은 기분이긴한대..
무조건..시원~~~하게 드시길 ㅋㅋㅋㅋ
그리고,  찔끔찔끔 No
꿀떡꿀떡 넘겨보세요~~~~~~~

한캔..두캔...음?먹을만하네 하다가,
다..드시곤, 쿠팡에서 무알콜맥주 얼쩡되다 또 구매각..
지극히 저의 개인적인 이야기입니다ㅋㅋㅋㅋㅋㅋㅋ
                    
                "
22,"
                    
                        몇년전에 무알콜맥주 나왔다했을때 그땐 먹었을때 맛이 솔직히 없었어요.
그래서 무알콜에 대한 부정적인 감정이 있었죠.
원래 술을 못마시는 펀입니다.
그러니 당연히 술도 늘지 않았죠.
결혼전이나 결혼20년째인 지금도 여전히 소주1잔, 맥주도 1캔(335ml) 에서 반캔 정도?
좀 컨디션 안좋으면 까스명수 마셔도 취하는....ㅡㅡ;;

솔직히 시중에도 무알콜 맥주가 종류가 다양하게 나오면 좋을텐데, 무알콜은 시중에 잘보이지도 않더라구요.
그러다가 얼마전에 자주가는 마트에 하이트 무알콜 맥주가 
낱개로 나와있길래 다시한번 먹어볼라고 2캔 정도 샀어요.
무알콜 맥주 드신분들의 평을 보니까 시원하게 해서 
먹어보라고 해서 이번엔 저도 시원하게 해서 먹어봤어요.
어?...근데 너무 맛이 상큼하고 살짝 달큰하면서 보리냄새가 났어요. 왜 그 맥콜 음료수 마셨을때 나던 그 달큰한 보리향요.
와우~몇년전에 먹어본 그것(=그땐 소변찌린 맛이어서 엄청 거부감 들었었던~~~~)이랑은 맛이 완전히 달라졌더라구요.
이 정도면 사먹을만하다 싶어서 이번엔 아예 24캔 주문했구요.
엊저녁 도착하자마자 바로 김치냉장고에 넣어놨어요.
시원하게 먹을려구요.
                    
                "
23,"
                    
                        구매상품 : 하이트 진로 무알콜 맥주

용량 : 355ml

개수 : 24개

가격 : 13600원


임신중  맥주가 마시구 싶어서 구매 했어요
시원한 맥주가 마시고 싶을때  임신중  가끔 한캔씩~


냉장고에 넣어 한캔씩 마시고  기분 전환 했어요
마트보다 쿠팡이 훨 저렴해서  사놓고

자주 마셨어요 지금은 출산 하고  아기가 어려
먹고 싶은데 좀만 참을려고요~

알콜이 0프로라 탄산 음료 입니다
                    
                "
24,"
                    
                        가볍게 마시기 좋아요.
맥주 생각하고 마시면 100%
실망하실 거에요ㅎ
시원하게 마시면 그나마 먹을만해요..
유통기한 21년 10월 22일로
유통기한은 아주 길어요.
두고두고 마시기 좋겠어요.
무알콜 100%로 임산부도 마셔도 되는 맥주입니다.^^
칼로리가 60입니다.ㅎㅎ
                    
                "
25,"
                    
                        임신했을때부터 즐겨 마셧고 지금은 모유수유중이라 또 이렇게 구매를 하게 되었어요~
술을 평상시에도 좋아했지만 임신하고부터는 입에도 못되니 참다가 7개월쯤 지낫을때부터 갑자기 폭발적으로 못참겟어서 구매해서 큰잔에 얼음 태워서 먹으니 시원하니 꿀맛이더라구요 아무리 다른 탄산수를 먹어도 사그라들지않던 맥주먹을때의 시원함이 이걸로 해결이 되었어요~
처음에는 향때문에 좀 별론가?싶었는데 캔으로 먹을때 좀 그랬고 얼음컵에 따라마시니깐 그런것도 없이 술자리에서 같이 즐길만틈 괜찮았어요
자주 마시겠나 싶어서 집근처 편의점 딱 1군대에서만 이맥주를 팔아서 먹다가 출산하고 모유수유중에도 알콜섭취를 못하다보니 이젠 그냥 구매했습니다~
다른 무알콜 카스랑 칭따오도 먹어봤는데 하이트가 제일 낫네요 임산부 국민 맥주라고도 알려진 이유를 알것같아요^^
                    
                "
26,"
                    
                        출산후 술이 약해져서..
원래  카*만 먹었던 사람인데..
출산후..  너무 써서..하*트로 갈아탔네요..

근데도
쉽게 취하고..ㅠ
그래서.. 제로구입!!

맥주를 좋아하는지라..
많이 먹을땐,
24캔 한박스씩..일주일에.. ㅋㅋ
그정도 수준으로 먹었네요ㅎ
ㅎㅎ

맛은,
순하고ㅡ 많이 쓰지도 않고 부드러워요.
진짜 맥주를 마시는 분들은..싱거운 맛이라고들 해요ㅎ

3년 정도 먹었는데,
시원하게 마시면,
진짜보다 더 맛있습니다ㅋㅋ

맛있어요ㅎ
치맥도하는데, 전 이걸로 해요ㅋ

그러다가..
알콜이..땡기면,
소주를 조금 섞어주세요ㅋㅋ
소주1잔에 1캔정도가ㅡ
황금비율 이예요ㅋㅋ
                    
                "
27,"
                    
                        제가 무알콜 맥주 즐겨마셔서 자주 주문하는데.
이번에는 집에서 모임이 있어서  운전하시는 분들 
분위기 맞춰주려고 구매했어요ㅎㅎ
운전하시는 분들은 술먹는 분위기에서 항상 먹고 싶어도 참고
그러잖아요. 그래서 준비했답니다.

무알콜은 약간 밋밋하고 처음먹는 사람들은 이상하다고 느끼실 수 
있어요. 그래서 모든 맥주가 그렇지만 이건 더! 미지근하게 먹으면 정말 맛이 없습니다^^
냉장고에 미리미리 쟁여 두고 정말 속까지 시원하게 드셔야해요ㅎㅎ

용량은 355ml / 60kcal이고 한캔 홀짝홀짝 배 안부르게 먹기 딱 좋은 양입니다. 칼로리도 낮아서 좋아요ㅎㅎ 보통 맥주칼로리는 120 정도니까요. 다이어트 하시는 분들도 이거 드세요ㅎㅎ
그리고 500ml는 저는 항상 남아서 버리거든요ㅎㅎ 용량도 딱 좋아요.

아기키우고 있어서 무알콜 맥주를 마시는데 많이 마셔서 적응 되었는지 이제 맛있게 잘 먹고 있습니다.
이건 100%무알콜로 임산부도 마실 수 있는 맥주입니당~
요즘 무알콜로 골라먹고 있습니다. 무알콜도 종류가 몇개 있네요.
다먹으면 또 주문하겠습니다.
                    
                "
28,"
                    
                        탄산이 이게 카스보다 세다고 해서 샀습니다. 탄산은 셉니다. 하지만 끝맛이 구려요..
얼마전에 칭ㄸㅇ 무알콜도 편의점에서 팔길래 그걸 사먹어봤는데 그게 오히려 더 맥주같고 맛있어요. 
하지만 급하게 마시면 블랑 느낌도 납니다. 하지만 역시나 끝맛이 구려요... 끝맛을 안 느끼고 싶어서 와락 들이키는 경향이 있습니다. 하지만 그래도 끝맛은 납니다. 이상하게 무슨.... 상한맥주맛..? 상한맥주는 먹어보진 않았지만 맥주가 상하면 이런 맛일까...? 그래도 탄산은 셉니다. 양이 너무 많아서 언제 다 먹을지는 모르겠지만 냉장고를 차지하고 있어서 맥주를 안 사오게 되는 효과는 있습니다. 그리고 겉만 봐서는 그냥 일반 맥주 같아요.
편의점이랑 마트에서 개별로 파는 거 봤는데 그거 먹어보고 사세요..
                    
                "
29,"
                    
                        다른제품사려다가 탄산이 약하다길래 친구가 먹는 제품 하이트로 구입.

맛은 첨에 약간 옥수수맛같은게 나는데 괜찮아요
                    
                "
30,"
                    
                        임신했을때부터 즐겨 마셧고 지금은 모유수유중이라 또 이렇게 구매를 하게 되었어요~
술을 평상시에도 좋아했지만 임신하고부터는 입에도 못되니 참다가 7개월쯤 지낫을때부터 갑자기 폭발적으로 못참겟어서 구매해서 큰잔에 얼음 태워서 먹으니 시원하니 꿀맛이더라구요 아무리 다른 탄산수를 먹어도 사그라들지않던 맥주먹을때의 시원함이 이걸로 해결이 되었어요~
처음에는 향때문에 좀 별론가?싶었는데 캔으로 먹을때 좀 그랬고 얼음컵에 따라마시니깐 그런것도 없이 술자리에서 같이 즐길만틈 괜찮았어요
자주 마시겠나 싶어서 집근처 편의점 딱 1군대에서만 이맥주를 팔아서 먹다가 출산하고 모유수유중에도 알콜섭취를 못하다보니 이젠 그냥 구매했습니다~
다른 무알콜 카스랑 칭따오도 먹어봤는데 하이트가 제일 낫네요 임산부 국민 맥주라고도 알려진 이유를 알것같아요^^
                    
                "
31,"
                    
                        출산후 술이 약해져서..
원래  카*만 먹었던 사람인데..
출산후..  너무 써서..하*트로 갈아탔네요..

근데도
쉽게 취하고..ㅠ
그래서.. 제로구입!!

맥주를 좋아하는지라..
많이 먹을땐,
24캔 한박스씩..일주일에.. ㅋㅋ
그정도 수준으로 먹었네요ㅎ
ㅎㅎ

맛은,
순하고ㅡ 많이 쓰지도 않고 부드러워요.
진짜 맥주를 마시는 분들은..싱거운 맛이라고들 해요ㅎ

3년 정도 먹었는데,
시원하게 마시면,
진짜보다 더 맛있습니다ㅋㅋ

맛있어요ㅎ
치맥도하는데, 전 이걸로 해요ㅋ

그러다가..
알콜이..땡기면,
소주를 조금 섞어주세요ㅋㅋ
소주1잔에 1캔정도가ㅡ
황금비율 이예요ㅋㅋ
                    
                "
